event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2012dn,56124.78,14.640,0.010,F,I,,,2014MNRAS.443.1663C
SN2012dn,56124.78,14.667,0.016,F,R,,,2014MNRAS.443.1663C
SN2012dn,56124.78,14.257,0.060,F,U,,,2014MNRAS.443.1663C
SN2012dn,56124.78,14.706,0.015,F,V,,,2014MNRAS.443.1663C
SN2012dn,56125.1,14.7,0.03,F,H,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56125.1,14.62,0.03,F,J,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56125.1,14.57,0.06,F,Ks,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56125.6,14.708,0.02,F,B,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56125.6,14.797,0.017,F,B,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56125.6,14.513,0.033,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.6,14.558,0.033,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.6,14.57,0.033,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.6,14.594,0.029,F,I,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56125.6,14.596,0.031,F,I,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56125.6,14.613,0.029,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.6,14.616,0.03,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.6,14.631,0.028,F,R,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56125.6,14.638,0.03,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.6,14.639,0.025,F,R,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56125.6,14.169,0.101,F,U,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56125.6,14.64,0.012,F,V,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56125.6,14.659,0.019,F,V,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56125.6,14.636,0.027,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.6,14.661,0.029,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.6,14.73,0.028,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56125.7,14.598,0.019,F,B,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56125.7,14.72,0.02,F,H,NIC,2.0m Nayuta,2016PASJ...68...68Y
SN2012dn,56125.7,14.513,0.012,F,I,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56125.7,14.67,0.19,F,J,NIC,2.0m Nayuta,2016PASJ...68...68Y
SN2012dn,56125.7,14.544,0.011,F,V,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56125.7,14.523,0.014,F,g',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56125.7,14.829,0.011,F,i',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56125.7,14.988,,F,z',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56125.81,14.660,0.020,F,B,,,2014MNRAS.443.1663C
SN2012dn,56125.81,14.578,0.026,F,I,,,2014MNRAS.443.1663C
SN2012dn,56125.81,14.574,0.019,F,R,,,2014MNRAS.443.1663C
SN2012dn,56125.81,14.071,0.024,F,U,,,2014MNRAS.443.1663C
SN2012dn,56125.81,14.602,0.014,F,V,,,2014MNRAS.443.1663C
SN2012dn,56126.1,14.58,0.03,F,H,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56126.1,14.56,0.03,F,J,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56126.1,14.56,0.07,F,Ks,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56126.4779,14.692,0.059,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56126.4791,13.703,0.043,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56126.4797,14.572,0.045,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56126.4813,16.004,0.085,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56126.4830,14.564,0.060,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56126.4859,15.863,0.071,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56126.6,14.597,0.02,F,B,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56126.6,14.641,0.025,F,B,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56126.6,14.499,0.039,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.501,0.039,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.505,0.041,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.532,0.028,F,I,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56126.6,14.519,0.033,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.531,0.032,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.539,0.032,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.54,0.088,F,R,CCD,1.05m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.541,0.036,F,R,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56126.6,14.142,0.099,F,U,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56126.6,14.413,0.011,F,V,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56126.6,14.438,0.017,F,V,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56126.6,14.457,0.107,F,g',CCD,1.05m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.527,0.03,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.54,0.031,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.6,14.544,0.031,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56126.7,14.511,0.019,F,B,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56126.7,14.454,0.016,F,I,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56126.7,14.454,0.015,F,V,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56126.7,14.445,0.015,F,g',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56126.7,14.79,0.012,F,i',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56126.7,14.931,,F,z',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56127.1,14.59,0.03,F,H,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56127.1,14.5,0.03,F,J,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56127.1,14.58,0.08,F,Ks,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56127.7,14.444,0.045,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56127.7,14.439,0.037,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56127.7,14.511,0.087,F,R,CCD,1.05m MITSuME,2016PASJ...68...68Y
SN2012dn,56127.7,14.429,0.106,F,g',CCD,1.05m MITSuME,2016PASJ...68...68Y
SN2012dn,56127.7,14.524,0.046,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56127.80,14.498,0.017,F,B,,,2014MNRAS.443.1663C
SN2012dn,56127.80,14.438,0.026,F,I,,,2014MNRAS.443.1663C
SN2012dn,56127.80,14.436,0.019,F,R,,,2014MNRAS.443.1663C
SN2012dn,56127.80,13.969,0.033,F,U,,,2014MNRAS.443.1663C
SN2012dn,56127.80,14.443,0.020,F,V,,,2014MNRAS.443.1663C
SN2012dn,56128.5887,14.797,0.066,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56128.6,14.551,0.02,F,B,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56128.6,14.429,0.025,F,I,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56128.6,14.442,0.025,F,R,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56128.6,14.009,0.099,F,U,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56128.6,14.448,0.012,F,V,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56128.6228,13.669,0.043,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56128.6232,14.445,0.044,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56128.6243,16.140,0.087,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56128.6253,14.478,0.059,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56128.6272,15.995,0.074,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56129.6,14.82,0.04,F,H,IR Cam,1.0m telescope,2016PASJ...68...68Y
SN2012dn,56129.6,14.68,0.02,F,J,IR Cam,1.0m telescope,2016PASJ...68...68Y
SN2012dn,56129.6,14.373,0.025,F,V,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56129.7,14.412,0.087,F,R,CCD,1.05m MITSuME,2016PASJ...68...68Y
SN2012dn,56129.7,14.348,0.106,F,g',CCD,1.05m MITSuME,2016PASJ...68...68Y
SN2012dn,56131.2739,15.039,0.068,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56131.2897,16.340,0.118,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56131.6,14.425,0.036,F,B,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56131.6,14.442,0.022,F,B,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56131.6,14.532,0.017,F,B,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56131.6,14.279,0.137,F,I,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56131.6,14.32,0.034,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56131.6,14.341,0.048,F,I,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56131.6,14.36,0.036,F,I,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56131.6,14.314,0.041,F,R,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56131.6,14.334,0.025,F,R,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56131.6,14.334,0.03,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56131.6,14.356,0.065,F,R,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56131.6,13.999,0.099,F,U,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56131.6,14.303,0.029,F,V,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56131.6,14.36,0.012,F,V,MSI,1.6m Pirka,2016PASJ...68...68Y
SN2012dn,56131.6,14.392,0.021,F,V,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56131.6,14.431,0.031,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56131.6,14.777,0.068,F,z'+Y,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56131.7,14.341,0.02,F,B,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56131.7,14.282,0.012,F,I,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56131.7,14.32,0.04,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56131.7,14.28,0.034,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56131.7,14.269,0.014,F,V,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56131.7,14.248,0.015,F,g',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56131.7,14.404,0.032,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56131.7,14.621,0.011,F,i',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56131.7,14.65,,F,z',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56131.76,14.386,0.013,F,B,,,2014MNRAS.443.1663C
SN2012dn,56131.76,14.343,0.010,F,I,,,2014MNRAS.443.1663C
SN2012dn,56131.76,14.285,0.015,F,R,,,2014MNRAS.443.1663C
SN2012dn,56131.76,13.954,0.027,F,U,,,2014MNRAS.443.1663C
SN2012dn,56131.76,14.312,0.013,F,V,,,2014MNRAS.443.1663C
SN2012dn,56132,14.44,0.03,F,H,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56132,14.34,0.03,F,J,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56132,14.24,0.05,F,Ks,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56132.4967,15.090,0.064,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56132.4975,13.815,0.043,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56132.4979,14.374,0.044,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56132.4991,16.427,0.091,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56132.6,14.439,0.028,F,B,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56132.6,14.323,0.038,F,I,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56132.6,14.325,0.032,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.326,0.032,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.346,0.033,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.3,0.041,F,R,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56132.6,14.304,0.028,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.316,0.028,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.32,0.029,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.316,0.024,F,V,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56132.6,14.363,0.028,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.389,0.027,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.393,0.027,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56132.6,14.719,0.062,F,z'+Y,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56132.7,14.355,0.032,F,B,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56132.7,14.578,0.058,F,B,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56132.7,14.26,0.041,F,I,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56132.7,14.364,0.036,F,I,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56132.7,14.34,0.03,F,J,IR Cam,1.0m telescope,2016PASJ...68...68Y
SN2012dn,56132.7,14.363,0.05,F,R,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56132.7,14.346,0.036,F,V,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56132.7,14.364,0.023,F,V,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56132.7,14.24,0.017,F,g',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56132.7,14.607,0.012,F,i',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56132.7,14.622,0.001,F,z',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56132.8611,14.270,0.053,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56132.8630,16.381,0.081,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56133,14.46,0.03,F,H,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56133,14.43,0.03,F,J,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56133,14.19,0.05,F,Ks,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56133.6,14.393,0.052,F,B,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56133.6,14.63,0.05,F,H,IR Cam,1.0m telescope,2016PASJ...68...68Y
SN2012dn,56133.6,14.258,0.033,F,I,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56133.6,14.285,0.033,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.307,0.033,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.32,0.032,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.339,0.027,F,I,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56133.6,14.55,0.05,F,J,IR Cam,1.0m telescope,2016PASJ...68...68Y
SN2012dn,56133.6,14.285,0.029,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.286,0.095,F,R,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56133.6,14.303,0.028,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.304,0.028,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.201,0.025,F,V,Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56133.6,14.381,0.011,F,V,ST-10XME CCD,0.51m telescope,2016PASJ...68...68Y
SN2012dn,56133.6,14.251,0.015,F,g',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56133.6,14.367,0.03,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.38,0.027,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.391,0.03,F,g',CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56133.6,14.618,0.012,F,i',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56133.6,14.478,0.003,F,z',Adler,1.6m Araki,2016PASJ...68...68Y
SN2012dn,56133.7,14.461,0.028,F,B,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56133.7,14.64,0.09,F,H,NIC,2.0m Nayuta,2016PASJ...68...68Y
SN2012dn,56133.7,14.302,0.038,F,I,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56133.7,14.39,0.12,F,J,NIC,2.0m Nayuta,2016PASJ...68...68Y
SN2012dn,56133.7,14.36,0.2,F,Ks,NIC,2.0m Nayuta,2016PASJ...68...68Y
SN2012dn,56133.7,14.274,0.035,F,R,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56133.7,14.305,0.023,F,V,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56133.7,14.677,0.065,F,z'+Y,HOWPol,1.5m Kanata,2016PASJ...68...68Y
SN2012dn,56134,14.46,0.03,F,H,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56134,14.42,0.03,F,J,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56134,14.37,0.08,F,Ks,SIRIUS,1.4m IRSF,2016PASJ...68...68Y
SN2012dn,56134.5006,15.344,0.066,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56134.5015,13.961,0.045,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56134.5019,14.396,0.044,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56134.5032,16.721,0.099,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56134.5044,14.274,0.052,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56134.5063,16.688,0.086,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2012dn,56134.6,14.51,0.02,F,H,NIC,2.0m Nayuta,2016PASJ...68...68Y
SN2012dn,56134.6,14.285,0.02,F,I,CCD,1.05m MITSuME,2016PASJ...68...68Y
SN2012dn,56134.6,14.295,0.032,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56134.6,14.304,0.032,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56134.6,14.308,0.032,F,I,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56134.6,14.46,0.03,F,J,NIC,2.0m Nayuta,2016PASJ...68...68Y
SN2012dn,56134.6,14.37,0.06,F,Ks,NIC,2.0m Nayuta,2016PASJ...68...68Y
SN2012dn,56134.6,14.278,0.028,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56134.6,14.284,0.088,F,R,CCD,1.05m MITSuME,2016PASJ...68...68Y
SN2012dn,56134.6,14.287,0.028,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
SN2012dn,56134.6,14.293,0.028,F,R,CCD,0.5m MITSuME,2016PASJ...68...68Y
