#    \title[Supernova 2013by: A Type IIL Supernova with a IIP-like light curve drop
#    \author[Valenti et al]{}
2013-06-29 &  2456472.545 &  19.620 0.114 & $uw2$ &  $Swift$ & 2013-06-04 &  2456448.093 &  15.332 0.050 & $B$ &  $Swift$ \\ 
2013-07-03 &  2456477.415 &  20.695 0.119 & $uw2$ &  $Swift$ & 2013-06-21 &  2456464.720 &  15.847 0.054 & $B$ &  $Swift$ \\ 
2013-07-07 &  2456481.351 &  20.720 0.131 & $uw2$ &  $Swift$ & 2013-06-24 &  2456467.660 &  16.088 0.062 & $B$ &  $Swift$ \\ 
2013-07-11 &  2456485.433 &  20.346 0.132 & $uw2$ &  $Swift$ & 2013-06-29 &  2456472.542 &  16.249 0.055 & $B$ &  $Swift$ \\ 
2013-04-24 &  2456407.377 &  12.707 0.059 & $um2$ &  $Swift$ & 2013-07-03 &  2456477.412 &  16.880 0.062 & $B$ &  $Swift$ \\ 
2013-05-09 &  2456422.411 &  15.909 0.088 & $um2$ &  $Swift$ & 2013-07-07 &  2456481.349 &  16.722 0.064 & $B$ &  $Swift$ \\ 
2013-05-10 &  2456423.480 &  15.984 0.089 & $um2$ &  $Swift$ & 2013-07-11 &  2456485.431 &  17.231 0.074 & $B$ &  $Swift$ \\ 
2013-05-23 &  2456435.888 &  18.566 0.142 & $um2$ &  $Swift$ & 2013-04-24 &  2456406.830 &  13.732 0.008 & $B$ &      CSP \\ 
2013-05-26 &  2456439.124 &  18.873 0.124 & $um2$ &  $Swift$ & 2013-04-25 &  2456407.850 &  13.653 0.006 & $B$ &      CSP \\ 
2013-05-29 &  2456441.830 &  18.792 0.138 & $um2$ &  $Swift$ & 2013-04-27 &  2456409.860 &  13.496 0.005 & $B$ &      CSP \\ 
2013-06-04 &  2456448.100 &  18.892 0.152 & $um2$ &  $Swift$ & 2013-04-29 &  2456411.920 &  13.468 0.005 & $B$ &      CSP \\ 
2013-06-21 &  2456464.726 &  19.709 0.163 & $um2$ &  $Swift$ & 2013-05-01 &  2456413.910 &  13.516 0.013 & $B$ &      CSP \\ 
2013-06-24 &  2456467.664 &  18.999 0.174 & $um2$ &  $Swift$ & 2013-05-03 &  2456415.900 &  13.559 0.005 & $B$ &      CSP \\ 
2013-06-29 &  2456472.550 &  19.318 0.155 & $um2$ &  $Swift$ & 2013-05-06 &  2456418.900 &  13.684 0.005 & $B$ &      CSP \\ 
2013-07-07 &  2456481.355 &  19.489 0.177 & $um2$ &  $Swift$ & 2013-05-11 &  2456423.850 &  13.939 0.006 & $B$ &      CSP \\ 
2013-07-11 &  2456485.437 &  19.502 0.162 & $um2$ &  $Swift$ & 2013-05-14 &  2456426.770 &  14.118 0.005 & $B$ &      CSP \\ 
2013-04-24 &  2456407.367 &  12.566 0.057 & $uw1$ &  $Swift$ & 2013-05-21 &  2456433.840 &  14.660 0.006 & $B$ &      CSP \\ 
2013-04-30 &  2456413.183 &  13.206 0.058 & $uw1$ &  $Swift$ & 2013-05-23 &  2456435.750 &  14.784 0.006 & $B$ &      CSP \\ 
2013-05-23 &  2456435.879 &  16.837 0.087 & $uw1$ &  $Swift$ & 2013-05-24 &  2456436.850 &  14.863 0.005 & $B$ &      CSP \\ 
2013-05-26 &  2456439.117 &  17.034 0.080 & $uw1$ &  $Swift$ & 2013-05-25 &  2456437.870 &  14.930 0.006 & $B$ &      CSP \\ 
2013-05-29 &  2456441.821 &  17.167 0.091 & $uw1$ &  $Swift$ & 2013-05-26 &  2456438.870 &  14.984 0.005 & $B$ &      CSP \\ 
2013-06-04 &  2456448.090 &  17.437 0.096 & $uw1$ &  $Swift$ & 2013-06-01 &  2456444.678 &  15.210 0.006 & $B$ &      CSP \\ 
2013-06-21 &  2456464.718 &  18.182 0.119 & $uw1$ &  $Swift$ & 2013-06-03 &  2456446.685 &  15.326 0.011 & $B$ &      CSP \\ 
2013-06-24 &  2456467.658 &  18.344 0.144 & $uw1$ &  $Swift$ & 2013-06-05 &  2456448.732 &  15.381 0.009 & $B$ &      CSP \\ 
2013-06-29 &  2456472.539 &  18.167 0.108 & $uw1$ &  $Swift$ & 2013-04-25 &  2456407.560 &  13.563 0.021 & $B$ &   1m0-10 \\ 
2013-07-03 &  2456477.409 &  18.769 0.117 & $uw1$ &  $Swift$ & 2013-04-25 &  2456408.459 &  13.507 0.006 & $B$ &   1m0-10 \\ 
2013-07-07 &  2456481.347 &  18.790 0.132 & $uw1$ &  $Swift$ & 2013-04-27 &  2456410.459 &  13.436 0.011 & $B$ &   1m0-10 \\ 
2013-07-11 &  2456485.428 &  18.931 0.138 & $uw1$ &  $Swift$ & 2013-04-28 &  2456411.459 &  13.482 0.017 & $B$ &   1m0-10 \\ 
2013-04-24 &  2456406.830 &  13.638 0.018 & $u$ &      CSP & 2013-04-30 &  2456412.500 &  13.411 0.019 & $B$ &   1m0-10 \\ 
2013-04-25 &  2456407.850 &  13.561 0.009 & $u$ &      CSP & 2013-05-03 &  2456415.845 &  13.586 0.007 & $B$ &    1m0-5 \\ 
2013-04-27 &  2456409.850 &  13.520 0.008 & $u$ &      CSP & 2013-05-04 &  2456416.801 &  13.632 0.007 & $B$ &    1m0-5 \\ 
2013-04-29 &  2456411.920 &  13.531 0.007 & $u$ &      CSP & 2013-05-05 &  2456417.779 &  13.613 0.012 & $B$ &    1m0-4 \\ 
2013-05-01 &  2456413.900 &  13.601 0.011 & $u$ &      CSP & 2013-05-06 &  2456418.778 &  13.667 0.007 & $B$ &    1m0-4 \\ 
2013-05-03 &  2456415.910 &  13.726 0.006 & $u$ &      CSP & 2013-05-11 &  2456423.738 &  13.919 0.007 & $B$ &    1m0-9 \\ 
2013-05-06 &  2456418.910 &  13.956 0.008 & $u$ &      CSP & 2013-05-15 &  2456427.738 &  14.197 0.015 & $B$ &    1m0-9 \\ 
2013-05-11 &  2456423.850 &  14.540 0.008 & $u$ &      CSP & 2013-05-16 &  2456428.749 &  14.242 0.009 & $B$ &    1m0-9 \\ 
2013-05-14 &  2456426.780 &  14.931 0.009 & $u$ &      CSP & 2013-05-31 &  2456443.706 &  15.113 0.005 & $B$ &    1m0-9 \\ 
2013-05-21 &  2456433.860 &  15.873 0.014 & $u$ &      CSP & 2013-06-03 &  2456446.786 &  15.219 0.029 & $B$ &    1m0-4 \\ 
2013-05-23 &  2456435.770 &  16.074 0.011 & $u$ &      CSP & 2013-06-04 &  2456447.786 &  15.241 0.011 & $B$ &    1m0-4 \\ 
2013-05-24 &  2456436.870 &  16.154 0.012 & $u$ &      CSP & 2013-06-05 &  2456448.786 &  15.298 0.002 & $B$ &    1m0-4 \\ 
2013-05-25 &  2456437.870 &  16.354 0.013 & $u$ &      CSP & 2013-06-06 &  2456449.785 &  15.315 0.009 & $B$ &    1m0-4 \\ 
2013-05-26 &  2456438.860 &  16.414 0.012 & $u$ &      CSP & 2013-06-07 &  2456450.788 &  15.331 0.011 & $B$ &    1m0-4 \\ 
2013-06-01 &  2456444.673 &  16.803 0.012 & $u$ &      CSP & 2013-06-09 &  2456452.787 &  15.417 0.011 & $B$ &    1m0-4 \\ 
2013-06-03 &  2456446.694 &  17.029 0.021 & $u$ &      CSP & 2013-06-12 &  2456455.786 &  15.522 0.000 & $B$ &    1m0-4 \\ 
2013-06-05 &  2456448.742 &  17.186 0.025 & $u$ &      CSP & 2013-06-14 &  2456457.791 &  15.588 0.019 & $B$ &    1m0-4 \\ 
2013-04-24 &  2456407.369 &  12.521 0.053 & $U$ &  $Swift$ & 2013-06-16 &  2456459.658 &  15.674 0.010 & $B$ &    1m0-9 \\ 
2013-05-23 &  2456435.881 &  15.392 0.060 & $U$ &  $Swift$ & 2013-06-18 &  2456461.670 &  15.648 0.008 & $B$ &    1m0-4 \\ 
2013-05-26 &  2456439.118 &  15.780 0.059 & $U$ &  $Swift$ & 2013-06-20 &  2456463.657 &  15.789 0.016 & $B$ &    1m0-4 \\ 
2013-05-29 &  2456441.822 &  16.026 0.066 & $U$ &  $Swift$ & 2013-06-22 &  2456465.592 &  15.866 0.004 & $B$ &    1m0-4 \\ 
2013-06-24 &  2456467.592 &  15.941 0.014 & $B$ &    1m0-4 & 2013-07-19 &  2456492.626 &  17.005 0.003 & $g$ &    1m0-4 \\ 
2013-06-26 &  2456469.592 &  16.005 0.009 & $B$ &    1m0-4 & 2013-07-29 &  2456502.622 &  17.794 0.041 & $g$ &    1m0-4 \\ 
2013-06-28 &  2456471.592 &  16.100 0.011 & $B$ &    1m0-4 & 2013-07-29 &  2456502.626 &  17.740 0.050 & $g$ &    1m0-9 \\ 
2013-06-30 &  2456473.758 &  16.248 0.023 & $B$ &    1m0-5 & 2013-07-31 &  2456504.692 &  17.929 0.031 & $g$ &    1m0-9 \\ 
2013-07-02 &  2456475.616 &  16.300 0.004 & $B$ &    1m0-4 & 2013-08-02 &  2456506.625 &  17.833 0.025 & $g$ &    1m0-5 \\ 
2013-07-03 &  2456476.616 &  16.376 0.005 & $B$ &    1m0-4 & 2013-08-09 &  2456513.600 &  17.901 0.022 & $g$ &    1m0-9 \\ 
2013-07-07 &  2456480.616 &  16.637 0.002 & $B$ &    1m0-4 & 2013-08-09 &  2456513.662 &  17.975 0.023 & $g$ &    1m0-4 \\ 
2013-07-09 &  2456482.745 &  16.830 0.007 & $B$ &    1m0-5 & 2013-08-10 &  2456515.492 &  18.133 0.227 & $g$ &    1m0-4 \\ 
2013-07-13 &  2456486.612 &  17.186 0.012 & $B$ &    1m0-4 & 2013-08-14 &  2456519.480 &  18.158 0.003 & $g$ &    1m0-9 \\ 
2013-07-14 &  2456487.612 &  17.363 0.002 & $B$ &    1m0-4 & 2013-08-16 &  2456520.594 &  18.133 0.023 & $g$ &    1m0-5 \\ 
2013-07-15 &  2456488.612 &  17.445 0.032 & $B$ &    1m0-4 & 2013-08-25 &  2456529.548 &  18.000 0.017 & $g$ &    1m0-9 \\ 
2013-07-17 &  2456490.612 &  17.754 0.007 & $B$ &    1m0-4 & 2013-08-28 &  2456532.523 &  18.134 0.008 & $g$ &    1m0-5 \\ 
2013-07-19 &  2456492.620 &  18.213 0.015 & $B$ &    1m0-4 & 2013-08-30 &  2456534.553 &  18.269 0.012 & $g$ &    1m0-4 \\ 
2013-07-27 &  2456500.537 &  18.692 0.200 & $B$ &    1m0-4 & 2013-09-21 &  2456556.514 &  18.263 0.019 & $g$ &    1m0-4 \\ 
2013-07-29 &  2456502.612 &  18.745 0.126 & $B$ &    1m0-4 & 2013-04-24 &  2456406.820 &  13.649 0.009 & $g$ &      CSP \\ 
2013-07-29 &  2456502.617 &  18.927 0.077 & $B$ &    1m0-9 & 2013-04-25 &  2456407.850 &  13.539 0.006 & $g$ &      CSP \\ 
2013-08-02 &  2456506.616 &  18.618 0.044 & $B$ &    1m0-5 & 2013-04-27 &  2456409.850 &  13.387 0.005 & $g$ &      CSP \\ 
2013-08-09 &  2456513.586 &  18.616 0.006 & $B$ &    1m0-9 & 2013-04-29 &  2456411.920 &  13.351 0.005 & $g$ &      CSP \\ 
2013-08-09 &  2456513.650 &  18.755 0.019 & $B$ &    1m0-4 & 2013-05-01 &  2456413.900 &  13.363 0.010 & $g$ &      CSP \\ 
2013-08-10 &  2456515.480 &  19.015 0.031 & $B$ &    1m0-4 & 2013-05-03 &  2456415.900 &  13.399 0.005 & $g$ &      CSP \\ 
2013-08-14 &  2456519.468 &  19.033 0.017 & $B$ &    1m0-9 & 2013-05-06 &  2456418.910 &  13.510 0.005 & $g$ &      CSP \\ 
2013-08-16 &  2456520.582 &  19.101 0.017 & $B$ &    1m0-5 & 2013-05-11 &  2456423.850 &  13.703 0.005 & $g$ &      CSP \\ 
2013-08-25 &  2456529.538 &  18.959 0.048 & $B$ &    1m0-9 & 2013-05-14 &  2456426.770 &  13.824 0.005 & $g$ &      CSP \\ 
2013-08-28 &  2456532.513 &  19.051 0.056 & $B$ &    1m0-5 & 2013-05-21 &  2456433.850 &  14.171 0.005 & $g$ &      CSP \\ 
2013-08-30 &  2456534.541 &  19.061 0.042 & $B$ &    1m0-4 & 2013-05-23 &  2456435.760 &  14.262 0.006 & $g$ &      CSP \\ 
2013-08-30 &  2456534.593 &  19.160 0.067 & $B$ &    1m0-9 & 2013-05-24 &  2456436.860 &  14.313 0.005 & $g$ &      CSP \\ 
2013-09-21 &  2456556.503 &  18.875 0.018 & $B$ &    1m0-4 & 2013-05-25 &  2456437.860 &  14.355 0.005 & $g$ &      CSP \\ 
2013-09-24 &  2456559.564 &  19.083 0.065 & $B$ &    1m0-4 & 2013-05-26 &  2456438.860 &  14.390 0.005 & $g$ &      CSP \\ 
2013-04-25 &  2456407.545 &  13.519 0.015 & $g$ &   1m0-10 & 2013-06-01 &  2456444.666 &  14.579 0.005 & $g$ &      CSP \\ 
2013-04-25 &  2456408.462 &  13.428 0.009 & $g$ &   1m0-10 & 2013-06-03 &  2456446.688 &  14.617 0.009 & $g$ &      CSP \\ 
2013-04-30 &  2456412.503 &  13.329 0.008 & $g$ &   1m0-10 & 2013-06-05 &  2456448.735 &  14.675 0.009 & $g$ &      CSP \\ 
2013-05-03 &  2456415.783 &  13.379 0.028 & $g$ &    1m0-4 & 2013-04-24 &  2456406.830 &  13.683 0.009 & $V$ &      CSP \\ 
2013-05-03 &  2456415.856 &  13.361 0.003 & $g$ &    1m0-5 & 2013-04-25 &  2456407.850 &  13.512 0.006 & $V$ &      CSP \\ 
2013-05-04 &  2456416.813 &  13.527 0.007 & $g$ &    1m0-5 & 2013-04-27 &  2456409.860 &  13.359 0.005 & $V$ &      CSP \\ 
2013-05-05 &  2456417.783 &  13.478 0.004 & $g$ &    1m0-4 & 2013-04-29 &  2456411.920 &  13.283 0.005 & $V$ &      CSP \\ 
2013-05-06 &  2456418.783 &  13.510 0.002 & $g$ &    1m0-4 & 2013-05-01 &  2456413.900 &  13.238 0.008 & $V$ &      CSP \\ 
2013-05-11 &  2456423.746 &  13.694 0.027 & $g$ &    1m0-9 & 2013-05-03 &  2456415.900 &  13.284 0.005 & $V$ &      CSP \\ 
2013-05-15 &  2456427.745 &  13.815 0.011 & $g$ &    1m0-9 & 2013-05-06 &  2456418.900 &  13.357 0.006 & $V$ &      CSP \\ 
2013-05-31 &  2456443.715 &  14.492 0.007 & $g$ &    1m0-9 & 2013-05-11 &  2456423.850 &  13.548 0.005 & $V$ &      CSP \\ 
2013-06-03 &  2456446.791 &  14.583 0.005 & $g$ &    1m0-4 & 2013-05-14 &  2456426.770 &  13.632 0.005 & $V$ &      CSP \\ 
2013-06-04 &  2456447.791 &  14.581 0.009 & $g$ &    1m0-4 & 2013-05-21 &  2456433.850 &  13.862 0.005 & $V$ &      CSP \\ 
2013-06-05 &  2456448.792 &  14.673 0.006 & $g$ &    1m0-4 & 2013-05-23 &  2456435.760 &  13.912 0.006 & $V$ &      CSP \\ 
2013-06-07 &  2456450.796 &  14.703 0.025 & $g$ &    1m0-4 & 2013-05-24 &  2456436.850 &  13.942 0.005 & $V$ &      CSP \\ 
2013-06-09 &  2456452.792 &  14.729 0.000 & $g$ &    1m0-4 & 2013-05-25 &  2456437.870 &  13.946 0.005 & $V$ &      CSP \\ 
2013-06-12 &  2456455.792 &  14.802 0.004 & $g$ &    1m0-4 & 2013-05-26 &  2456438.870 &  14.018 0.005 & $V$ &      CSP \\ 
2013-06-16 &  2456459.666 &  14.862 0.026 & $g$ &    1m0-9 & 2013-06-01 &  2456444.677 &  14.129 0.005 & $V$ &      CSP \\ 
2013-06-20 &  2456463.666 &  14.977 0.007 & $g$ &    1m0-4 & 2013-06-03 &  2456446.686 &  14.136 0.009 & $V$ &      CSP \\ 
2013-06-22 &  2456465.598 &  15.025 0.005 & $g$ &    1m0-4 & 2013-06-05 &  2456448.734 &  14.201 0.006 & $V$ &      CSP \\ 
2013-06-24 &  2456467.598 &  15.079 0.002 & $g$ &    1m0-4 & 2013-04-25 &  2456407.566 &  13.423 0.007 & $V$ &   1m0-10 \\ 
2013-06-26 &  2456469.598 &  15.129 0.013 & $g$ &    1m0-4 & 2013-04-25 &  2456408.461 &  13.449 0.004 & $V$ &   1m0-10 \\ 
2013-06-28 &  2456471.598 &  15.237 0.010 & $g$ &    1m0-4 & 2013-04-30 &  2456412.502 &  13.254 0.005 & $V$ &   1m0-10 \\ 
2013-06-30 &  2456473.763 &  15.317 0.021 & $g$ &    1m0-5 & 2013-05-03 &  2456415.781 &  13.191 0.024 & $V$ &    1m0-4 \\ 
2013-07-02 &  2456475.622 &  15.369 0.002 & $g$ &    1m0-4 & 2013-05-03 &  2456415.851 &  13.250 0.020 & $V$ &    1m0-5 \\ 
2013-07-03 &  2456476.622 &  15.464 0.009 & $g$ &    1m0-4 & 2013-05-04 &  2456416.809 &  13.209 0.004 & $V$ &    1m0-5 \\ 
2013-07-07 &  2456480.622 &  15.688 0.013 & $g$ &    1m0-4 & 2013-05-05 &  2456417.781 &  13.277 0.001 & $V$ &    1m0-4 \\ 
2013-07-09 &  2456482.751 &  15.831 0.002 & $g$ &    1m0-5 & 2013-05-06 &  2456418.781 &  13.261 0.010 & $V$ &    1m0-4 \\ 
2013-07-13 &  2456486.619 &  16.161 0.019 & $g$ &    1m0-4 & 2013-05-11 &  2456423.742 &  13.468 0.005 & $V$ &    1m0-9 \\ 
2013-07-14 &  2456487.618 &  16.272 0.005 & $g$ &    1m0-4 & 2013-05-15 &  2456427.742 &  13.578 0.010 & $V$ &    1m0-9 \\ 
2013-07-15 &  2456488.619 &  16.407 0.011 & $g$ &    1m0-4 & 2013-05-16 &  2456428.754 &  13.593 0.005 & $V$ &    1m0-9 \\ 
2013-07-17 &  2456490.622 &  16.523 0.038 & $g$ &    1m0-4 & 2013-05-31 &  2456443.712 &  14.029 0.008 & $V$ &    1m0-9 \\ 
2013-06-03 &  2456446.788 &  14.116 0.002 & $V$ &    1m0-4 & 2013-06-28 &  2456471.601 &  14.105 0.011 & $r$ &    1m0-4 \\ 
2013-06-04 &  2456447.788 &  14.123 0.018 & $V$ &    1m0-4 & 2013-06-30 &  2456473.766 &  14.197 0.013 & $r$ &    1m0-5 \\ 
2013-06-05 &  2456448.789 &  14.152 0.008 & $V$ &    1m0-4 & 2013-07-02 &  2456475.625 &  14.225 0.001 & $r$ &    1m0-4 \\ 
2013-06-06 &  2456449.788 &  14.169 0.001 & $V$ &    1m0-4 & 2013-07-03 &  2456476.625 &  14.338 0.013 & $r$ &    1m0-4 \\ 
2013-06-07 &  2456450.793 &  14.160 0.019 & $V$ &    1m0-4 & 2013-07-07 &  2456480.625 &  14.460 0.005 & $r$ &    1m0-4 \\ 
2013-06-09 &  2456452.789 &  14.375 0.014 & $V$ &    1m0-4 & 2013-07-07 &  2456480.761 &  14.512 0.031 & $r$ &    1m0-5 \\ 
2013-06-12 &  2456455.789 &  14.333 0.003 & $V$ &    1m0-4 & 2013-07-09 &  2456482.754 &  14.566 0.022 & $r$ &    1m0-5 \\ 
2013-06-16 &  2456459.660 &  14.427 0.009 & $V$ &    1m0-9 & 2013-07-13 &  2456486.622 &  14.768 0.016 & $r$ &    1m0-4 \\ 
2013-06-20 &  2456463.661 &  14.449 0.010 & $V$ &    1m0-4 & 2013-07-14 &  2456487.622 &  15.031 0.060 & $r$ &    1m0-4 \\ 
2013-06-22 &  2456465.595 &  14.550 0.011 & $V$ &    1m0-4 & 2013-07-15 &  2456488.622 &  14.986 0.011 & $r$ &    1m0-4 \\ 
2013-06-24 &  2456467.595 &  14.523 0.003 & $V$ &    1m0-4 & 2013-07-31 &  2456504.695 &  16.317 0.011 & $r$ &    1m0-9 \\ 
2013-06-26 &  2456469.595 &  14.565 0.036 & $V$ &    1m0-4 & 2013-08-02 &  2456506.628 &  16.272 0.057 & $r$ &    1m0-5 \\ 
2013-06-28 &  2456471.595 &  14.642 0.008 & $V$ &    1m0-4 & 2013-08-09 &  2456513.605 &  16.359 0.007 & $r$ &    1m0-9 \\ 
2013-06-30 &  2456473.761 &  14.710 0.018 & $V$ &    1m0-5 & 2013-08-09 &  2456513.668 &  16.409 0.011 & $r$ &    1m0-4 \\ 
2013-07-02 &  2456475.619 &  14.848 0.006 & $V$ &    1m0-4 & 2013-08-10 &  2456515.498 &  16.488 0.013 & $r$ &    1m0-4 \\ 
2013-07-03 &  2456476.619 &  14.904 0.004 & $V$ &    1m0-4 & 2013-08-14 &  2456519.486 &  16.548 0.012 & $r$ &    1m0-9 \\ 
2013-07-07 &  2456480.619 &  15.092 0.007 & $V$ &    1m0-4 & 2013-08-16 &  2456520.601 &  16.561 0.034 & $r$ &    1m0-5 \\ 
2013-07-09 &  2456482.748 &  15.219 0.027 & $V$ &    1m0-5 & 2013-08-25 &  2456529.554 &  16.552 0.008 & $r$ &    1m0-9 \\ 
2013-07-13 &  2456486.616 &  15.550 0.014 & $V$ &    1m0-4 & 2013-08-28 &  2456532.530 &  16.631 0.001 & $r$ &    1m0-5 \\ 
2013-07-14 &  2456487.616 &  15.670 0.002 & $V$ &    1m0-4 & 2013-08-30 &  2456534.559 &  16.702 0.011 & $r$ &    1m0-4 \\ 
2013-07-15 &  2456488.616 &  15.772 0.006 & $V$ &    1m0-4 & 2013-09-21 &  2456556.521 &  16.910 0.008 & $r$ &    1m0-4 \\ 
2013-07-17 &  2456490.616 &  16.141 0.023 & $V$ &    1m0-4 & 2013-04-24 &  2456406.830 &  13.765 0.009 & $r$ &      CSP \\ 
2013-07-19 &  2456492.623 &  16.600 0.022 & $V$ &    1m0-4 & 2013-04-25 &  2456407.850 &  13.563 0.008 & $r$ &      CSP \\ 
2013-07-29 &  2456502.616 &  17.311 0.020 & $V$ &    1m0-4 & 2013-04-27 &  2456409.850 &  13.321 0.005 & $r$ &      CSP \\ 
2013-07-29 &  2456502.624 &  17.336 0.022 & $V$ &    1m0-9 & 2013-04-29 &  2456411.920 &  13.202 0.005 & $r$ &      CSP \\ 
2013-08-02 &  2456506.620 &  17.345 0.046 & $V$ &    1m0-5 & 2013-05-01 &  2456413.900 &  13.179 0.007 & $r$ &      CSP \\ 
2013-08-09 &  2456513.594 &  17.337 0.020 & $V$ &    1m0-9 & 2013-05-03 &  2456415.900 &  13.174 0.005 & $r$ &      CSP \\ 
2013-08-09 &  2456513.658 &  17.466 0.018 & $V$ &    1m0-4 & 2013-05-06 &  2456418.910 &  13.225 0.006 & $r$ &      CSP \\ 
2013-08-10 &  2456515.487 &  17.610 0.030 & $V$ &    1m0-4 & 2013-05-11 &  2456423.850 &  13.370 0.005 & $r$ &      CSP \\ 
2013-08-14 &  2456519.474 &  17.587 0.020 & $V$ &    1m0-9 & 2013-05-14 &  2456426.770 &  13.427 0.005 & $r$ &      CSP \\ 
2013-08-16 &  2456520.589 &  17.560 0.003 & $V$ &    1m0-5 & 2013-05-21 &  2456433.850 &  13.565 0.005 & $r$ &      CSP \\ 
2013-08-25 &  2456529.543 &  17.550 0.012 & $V$ &    1m0-9 & 2013-05-23 &  2456435.760 &  13.598 0.005 & $r$ &      CSP \\ 
2013-08-28 &  2456532.518 &  17.723 0.011 & $V$ &    1m0-5 & 2013-05-24 &  2456436.860 &  13.613 0.005 & $r$ &      CSP \\ 
2013-08-30 &  2456534.548 &  17.659 0.072 & $V$ &    1m0-4 & 2013-05-25 &  2456437.860 &  13.629 0.005 & $r$ &      CSP \\ 
2013-09-21 &  2456556.509 &  17.922 0.057 & $V$ &    1m0-4 & 2013-05-26 &  2456438.850 &  13.655 0.005 & $r$ &      CSP \\ 
2013-09-24 &  2456559.569 &  18.071 0.017 & $V$ &    1m0-4 & 2013-06-01 &  2456444.668 &  13.738 0.005 & $r$ &      CSP \\ 
2013-04-25 &  2456407.578 &  13.486 0.010 & $r$ &   1m0-10 & 2013-06-03 &  2456446.689 &  13.758 0.008 & $r$ &      CSP \\ 
2013-04-25 &  2456408.464 &  13.391 0.004 & $r$ &   1m0-10 & 2013-06-05 &  2456448.737 &  13.774 0.008 & $r$ &      CSP \\ 
2013-04-26 &  2456409.462 &  13.304 0.008 & $r$ &   1m0-10 & 2013-04-25 &  2456407.550 &  13.617 0.019 & $i$ &   1m0-10 \\ 
2013-04-27 &  2456410.463 &  13.314 0.014 & $r$ &   1m0-10 & 2013-04-25 &  2456408.465 &  13.429 0.002 & $i$ &   1m0-10 \\ 
2013-04-29 &  2456412.499 &  13.159 0.017 & $r$ &   1m0-10 & 2013-04-26 &  2456409.464 &  13.384 0.010 & $i$ &   1m0-10 \\ 
2013-05-03 &  2456415.785 &  13.120 0.007 & $r$ &    1m0-4 & 2013-04-27 &  2456410.464 &  13.300 0.021 & $i$ &   1m0-10 \\ 
2013-05-03 &  2456415.864 &  13.177 0.002 & $r$ &    1m0-5 & 2013-04-28 &  2456411.464 &  13.165 0.008 & $i$ &   1m0-10 \\ 
2013-05-04 &  2456416.823 &  13.167 0.034 & $r$ &    1m0-5 & 2013-04-30 &  2456412.512 &  13.174 0.009 & $i$ &   1m0-10 \\ 
2013-05-05 &  2456417.786 &  13.121 0.011 & $r$ &    1m0-4 & 2013-05-03 &  2456415.786 &  13.121 0.071 & $i$ &    1m0-4 \\ 
2013-05-06 &  2456418.785 &  13.180 0.026 & $r$ &    1m0-4 & 2013-05-03 &  2456415.869 &  13.131 0.006 & $i$ &    1m0-5 \\ 
2013-05-11 &  2456423.749 &  13.355 0.004 & $r$ &    1m0-9 & 2013-05-04 &  2456416.828 &  13.135 0.030 & $i$ &    1m0-5 \\ 
2013-05-15 &  2456427.748 &  13.482 0.005 & $r$ &    1m0-9 & 2013-05-05 &  2456417.787 &  13.171 0.008 & $i$ &    1m0-4 \\ 
2013-05-31 &  2456443.720 &  13.678 0.009 & $r$ &    1m0-9 & 2013-05-06 &  2456418.786 &  13.111 0.016 & $i$ &    1m0-4 \\ 
